"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
90,12/31/2024 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
98,12/31/2024 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8
107,12/31/2024 0:00:00,57,0,0,0,0,0,0,296650,0,0,0,0,0,0,0,4168858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146443,0,0,0,5255580,0,0,0,0,643629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,103,0,0,0,0,0,0,27
108,12/31/2024 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30373,403300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,162
110,12/31/2024 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,14,0,0,14,0,0,14,57,1,0,0,0,0,0,0,21
119,12/31/2024 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,12
120,12/31/2024 0:00:00,63,0,0,0,0,0,0,8469663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9481637,0,0,0,0,1011974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,349,0,0,0,0,0,0,12
132,12/31/2024 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2024 0:00:00,70,0,0,0,0,0,0,2357000,0,0,0,0,0,0,0,3410627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293074,0,0,467328,7410459,0,0,0,0,882430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,216,0,0,0,0,0,0,219
138,12/31/2024 0:00:00,72,0,0,0,0,0,0,687313,0,0,0,0,0,0,0,2441260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169433,0,0,0,0,40860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,29,0,0,0,0,0,0,81
146,12/31/2024 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
147,12/31/2024 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
150,12/31/2024 0:00:00,77,0,0,0,0,0,0,19341026,0,0,0,0,0,0,0,66837265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14012141,0,0,3462529,112333269,0,0,0,0,8680308,11,35,0,0,0,0,0,1,2,13,9,24,34,2,11,7,9,13,46,287,811,5,0,0,0,0,0,41
151,12/31/2024 0:00:00,78,0,0,0,0,0,0,41792371,0,0,0,0,0,0,0,153679772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25754046,0,0,151742,222657732,0,0,0,0,1279801,1,3,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,3,4,2465,1725,0,0,0,0,0,0,157
153,12/31/2024 0:00:00,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2024 0:00:00,83,0,0,0,0,0,0,126235400,0,0,0,0,0,0,0,103995266,0,0,0,0,0,0,0,0,0,78455154,0,0,0,0,6522950,0,0,8338526,254553551,0,0,0,0,9461409,1557,7,15,584,0,0,211,0,92,3,346,5,368,612,2,15,2,1202,1564,4482,5437,143,3,0,0,0,3,3668
162,12/31/2024 0:00:00,85,0,0,0,0,0,0,15053889,0,0,0,0,0,0,0,11028938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119631,0,0,0,29969424,0,0,0,0,1766966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,222,0,0,0,0,0,0,943
167,12/31/2024 0:00:00,87,0,0,0,0,0,0,12707100,0,0,0,0,0,0,0,8559729,0,0,0,0,0,0,0,0,0,7857116,0,0,0,0,1425408,0,0,1615465,24307702,0,0,0,0,0,673,4,6,24,0,0,139,0,0,0,386,4,390,257,0,220,2,287,677,1707,558,0,25,0,0,0,25,2736
168,12/31/2024 0:00:00,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427500,0,0,0,0,427500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,0,0,0,0,0,0,353
169,12/31/2024 0:00:00,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,12/31/2024 0:00:00,92,0,0,0,0,0,0,18251740,0,0,0,0,0,0,0,73116445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32159813,177138738,0,0,0,0,53610740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,1074,0,0,0,0,0,0,1382
187,12/31/2024 0:00:00,100,0,0,0,0,0,0,14056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299289,0,0,63785,382630,0,0,0,0,5500,5,0,0,0,0,0,1,0,3,0,5,0,5,0,0,1,0,0,5,34,25,3,0,0,0,0,0,37
195,12/31/2024 0:00:00,104,0,0,0,0,0,0,17961,0,0,0,0,0,0,0,655301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909597,0,0,0,0,236335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,141
196,12/31/2024 0:00:00,105,0,0,0,0,0,0,33682148,0,0,0,0,0,0,0,414371232,0,0,0,0,0,0,0,0,0,3721238,0,0,0,0,0,0,0,12591545,543074078,0,0,0,0,82429153,521,0,0,2,0,0,106,0,178,0,296,0,296,223,0,11,0,228,521,2746,7375,3,0,0,0,0,0,3179
198,12/31/2024 0:00:00,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,54
199,12/31/2024 0:00:00,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161475,0,0,2129916,6633616,0,0,0,0,4037788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,13,0,0,0,0,0,0,323
200,12/31/2024 0:00:00,109,0,0,0,0,0,0,405936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,13
205,12/31/2024 0:00:00,112,0,0,0,0,0,0,5414771,0,0,0,0,0,0,0,21453936,0,0,0,0,0,0,0,0,0,200420,0,0,0,0,0,0,0,14500,30881007,0,0,0,0,3997800,65,26,0,0,0,0,0,0,3,0,64,26,90,1,0,61,26,1,91,998,304,0,0,0,0,0,0,46
216,12/31/2024 0:00:00,116,0,0,0,0,0,0,2492394,0,0,0,0,0,0,0,7810479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663023,0,0,736121,13101906,0,0,0,0,1399889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,109,0,0,0,0,0,0,3
220,12/31/2024 0:00:00,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
224,12/31/2024 0:00:00,119,0,0,0,0,0,0,2176234,0,0,0,0,0,0,0,4683984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69607,0,0,0,8807382,0,0,0,0,1877557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,182,4,0,0,0,0,0,272
227,12/31/2024 0:00:00,121,0,0,0,0,0,0,2925194048,0,0,0,0,0,0,0,7723690349,0,0,0,0,0,0,0,0,0,99857929,0,0,0,0,140244173,0,0,138213114,10927341684,0,0,0,0,0,449,6,0,0,0,0,4,0,27,6,44,6,50,405,0,5,0,405,455,36158,41838,2,0,0,0,0,0,55615
233,12/31/2024 0:00:00,124,0,0,0,0,0,0,1976343,0,0,0,0,0,0,0,31604281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625395,0,0,0,36929519,0,0,0,0,1723500,0,13,0,0,0,0,0,0,0,0,0,13,13,0,0,0,13,0,13,583,267,0,0,0,0,0,0,243
234,12/31/2024 0:00:00,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,37,0,0,0,0,0,0,93
240,12/31/2024 0:00:00,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7914326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8453936,0,0,0,0,539610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,365,0,0,0,0,0,0,77
242,12/31/2024 0:00:00,129,0,0,0,0,0,0,777104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950749,3618845,0,0,0,0,1890992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,98,0,0,0,0,0,0,921
256,12/31/2024 0:00:00,136,0,0,0,0,0,0,7886376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394816,0,0,400000,11681192,0,0,0,0,0,32,15,0,0,0,0,4,0,12,12,32,15,47,0,0,13,0,0,47,247,289,0,0,0,3,0,3,199
258,12/31/2024 0:00:00,137,0,0,0,0,0,0,712462,0,0,0,0,0,0,0,42336363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70679,0,0,1826521,44986728,0,0,0,0,40703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,124,0,0,0,0,0,0,514
262,12/31/2024 0:00:00,139,0,0,0,0,0,0,2517783,0,0,0,0,0,0,0,2028633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312333,0,0,0,6650500,0,0,0,0,791751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,94,0,0,0,0,0,0,35
266,12/31/2024 0:00:00,143,0,0,0,0,0,0,13185168,0,0,0,0,0,0,0,14873706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2919032,0,0,0,31409448,0,0,0,0,431542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,454,0,0,0,0,0,0,17
274,12/31/2024 0:00:00,149,0,0,0,0,0,0,3987316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23107,0,0,0,0,0,0,0,1497095,5484411,0,0,0,0,0,32,0,0,0,0,0,2,0,6,0,8,0,8,24,0,0,0,24,32,136,225,5,0,0,0,0,0,775
277,12/31/2024 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,12/31/2024 0:00:00,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
288,12/31/2024 0:00:00,155,0,0,0,0,0,0,427717,0,0,0,0,0,0,0,431070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858787,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,29,0,0,0,0,0,0,74
294,12/31/2024 0:00:00,160,0,0,0,0,0,0,8325991,0,0,0,0,0,0,0,55151029,0,0,0,0,0,0,0,0,0,311026,0,0,0,0,54195,0,0,8345523,71992087,0,0,0,0,115349,17,70,0,0,0,0,0,28,0,29,3,68,71,14,2,3,8,16,87,1100,1071,0,0,0,0,0,0,522
303,12/31/2024 0:00:00,166,0,0,0,0,0,0,3067039,0,0,0,0,0,0,0,18075881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,698513,21936592,0,0,0,0,89159,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,148,466,0,0,0,0,0,0,13
306,12/31/2024 0:00:00,168,0,0,0,0,0,0,6280742,0,0,0,0,0,0,0,10107986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19157293,0,0,0,0,2768565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,379,0,0,0,0,0,0,130
319,12/31/2024 0:00:00,173,0,0,0,0,0,0,21865412,0,0,0,0,0,0,0,43957417,0,0,0,0,0,0,0,0,0,86139,0,0,0,0,7577722,0,0,0,78193884,0,0,0,0,4793333,0,24,0,0,0,0,0,4,0,12,0,24,24,0,0,0,7,0,24,412,1291,0,0,0,0,0,0,107
320,12/31/2024 0:00:00,174,0,0,0,0,0,0,3534525,0,0,0,0,0,0,0,3652695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972771,0,0,0,9159991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,132,0,0,0,0,0,0,5
340,12/31/2024 0:00:00,183,0,0,0,0,0,0,23492027,0,0,0,0,0,0,0,125227420,0,0,0,0,0,0,0,0,0,4891471,0,0,0,0,4821965,0,0,0,155200059,0,0,0,0,1658647,40,9,0,0,0,0,14,1,9,4,24,9,33,16,0,0,0,16,49,1169,1068,0,0,0,0,0,0,196
352,12/31/2024 0:00:00,188,0,0,0,0,0,0,42662999,0,0,0,0,0,0,0,53606127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6745639,110054968,0,0,0,0,7040203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,733,0,0,0,0,0,0,1007
361,12/31/2024 0:00:00,193,0,0,0,0,0,0,64246941,0,0,0,0,0,0,0,44914653,0,0,0,0,0,0,0,0,0,5748073,0,0,0,0,21998800,0,0,20500,134964135,0,0,0,0,3783241,63,59,2,0,0,0,13,5,37,32,56,58,114,5,1,0,17,8,122,1088,1587,0,0,0,0,0,0,1571
365,12/31/2024 0:00:00,197,0,0,0,0,0,0,2519330,0,0,0,0,0,0,0,9335177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,12352507,0,0,0,0,496874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,60,3,0,0,0,0,0,388
367,12/31/2024 0:00:00,199,0,0,0,0,0,0,245449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329185,0,0,0,574634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
370,12/31/2024 0:00:00,201,0,0,0,0,0,0,317427,0,0,0,0,0,0,0,3190179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0,0,0,26
373,12/31/2024 0:00:00,203,0,0,0,0,0,0,2851680,0,0,0,0,0,0,0,6418023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,10962007,0,0,0,0,1667304,13,0,0,0,0,0,0,0,12,0,12,0,12,1,0,0,0,1,13,382,104,0,0,0,0,0,0,46
376,12/31/2024 0:00:00,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,90
378,12/31/2024 0:00:00,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
383,12/31/2024 0:00:00,211,0,0,0,0,0,0,1751530,0,0,0,0,0,0,0,6198318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531721,8744601,0,0,0,0,263032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,29
389,12/31/2024 0:00:00,214,0,0,0,0,0,0,6114819,0,0,0,0,0,0,0,17069454,0,0,0,0,0,0,0,0,0,333680,0,0,0,0,116367,0,0,3817634,29061823,0,0,0,0,1943549,0,132,0,0,0,0,0,33,0,79,0,129,129,0,3,0,0,3,132,189,439,0,0,0,0,0,0,158
390,12/31/2024 0:00:00,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2,0,0,0,0,0,0,124
395,12/31/2024 0:00:00,217,0,0,0,0,0,0,5573827,0,0,0,0,0,0,0,1655902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860957,11722909,0,0,0,0,2632223,0,13,0,0,0,0,0,8,0,5,0,13,13,0,0,0,0,0,13,61,269,0,0,0,0,0,0,278
